,actor,num,all_budget,avg_budget,all_usa_income,avg_usa_income,all_global_income,avg_global_income,all_usa_profit,avg_usa_profit,all_global_profit,avg_global_profit
16832,Mario Alarcón,1,2000000.0,2000000.0,42629597,42629597.0,42629597,42629597.0,4391436.0,4391436.0,40629597.0,40629597.0
16833,Mario Andretti,1,135000000.0,135000000.0,282570682,282570682.0,282570682,282570682.0,-51971872.0,-51971872.0,147570682.0,147570682.0
16834,Mario Bandi,1,68000000.0,68000000.0,96976270,96976270.0,96976270,96976270.0,-16598242.0,-16598242.0,28976270.0,28976270.0
16835,Mario Cantone,3,265000000.0,88333333.33333333,861516089,287172029.6666667,861516089,287172029.6666667,41862644.0,13954214.666666666,596516089.0,198838696.33333334
16836,Mario Casas,1,26000000.0,26000000.0,27972023,27972023.0,27972023,27972023.0,-13772278.0,-13772278.0,1972023.0,1972023.0
16837,Mario Cassem,1,20000000.0,20000000.0,136316880,136316880.0,136316880,136316880.0,44167069.0,44167069.0,116316880.0,116316880.0
16838,Mario Ernesto Sánchez,2,98000000.0,49000000.0,203231751,101615875.5,203231751,101615875.5,-30326392.0,-15163196.0,105231751.0,52615875.5
16839,Mario Frieson,1,40000000.0,40000000.0,60040976,60040976.0,60040976,60040976.0,-8988268.0,-8988268.0,20040976.0,20040976.0
16840,Mario Iván Martínez,1,42000000.0,42000000.0,35402320,35402320.0,35402320,35402320.0,-25465779.0,-25465779.0,-6597680.0,-6597680.0
16841,Mario Joyner,3,66000000.0,22000000.0,77030479,25676826.333333332,77030479,25676826.333333332,4029480.0,1343160.0,11030479.0,3676826.3333333335
16842,Mario Jurado,1,8000000.0,8000000.0,22818256,22818256.0,22818256,22818256.0,9432844.0,9432844.0,14818256.0,14818256.0
16843,Mario Larraza,2,58000000.0,29000000.0,144604506,72302253.0,144604506,72302253.0,8432525.0,4216262.5,86604506.0,43302253.0
16844,Mario Lopez,1,40000000.0,40000000.0,91720255,91720255.0,91720255,91720255.0,20974475.0,20974475.0,51720255.0,51720255.0
16845,Mario Marin-Borquez,1,150000000.0,150000000.0,139789765,139789765.0,139789765,139789765.0,-88020320.0,-88020320.0,-10210235.0,-10210235.0
16846,Mario Monicelli,1,18000000.0,18000000.0,58878723,58878723.0,58878723,58878723.0,25610723.0,25610723.0,40878723.0,40878723.0
16847,Mario Richardson,1,500000.0,500000.0,5060438,5060438.0,5060438,5060438.0,-262699.0,-262699.0,4560438.0,4560438.0
16848,Mario Van Peebles,1,107000000.0,107000000.0,87812729,87812729.0,87812729,87812729.0,-48796895.0,-48796895.0,-19187271.0,-19187271.0
16849,Mario Zaragoza,1,70000000.0,70000000.0,130834852,130834852.0,130834852,130834852.0,7911774.0,7911774.0,60834852.0,60834852.0
16850,Mario Zuniga Benavides,1,500000.0,500000.0,5060438,5060438.0,5060438,5060438.0,-262699.0,-262699.0,4560438.0,4560438.0
16851,Mario de la Rosa,1,50000000.0,50000000.0,44665289,44665289.0,44665289,44665289.0,-28096252.0,-28096252.0,-5334711.0,-5334711.0
16852,Marioara Sterian,1,654959.0,654959.0,10174839,10174839.0,10174839,10174839.0,543249.0,543249.0,9519880.0,9519880.0
16853,Mariola Fuentes,1,18000000.0,18000000.0,37472507,37472507.0,37472507,37472507.0,-12985695.0,-12985695.0,19472507.0,19472507.0
16854,Mariola Jaworska,1,15670000.0,15670000.0,28240000,28240000.0,28240000,28240000.0,-13370000.0,-13370000.0,12570000.0,12570000.0
16855,Marion Bailey,2,21760470.476978544,10880235.238489272,35447654,17723827.0,35447654,17723827.0,-14026687.476978544,-7013343.738489272,13687183.523021456,6843591.761510728
16856,Marion Calvert,1,12000000.0,12000000.0,52223306,52223306.0,52223306,52223306.0,19597131.0,19597131.0,40223306.0,40223306.0
16857,Marion Cotillard,16,1040466240.0,65029140.0,2920112710,182507044.375,2920112710,182507044.375,-92972956.0,-5810809.75,1879646470.0,117477904.375
16858,Marion Eisman,1,10000000.0,10000000.0,61621140,61621140.0,61621140,61621140.0,24121140.0,24121140.0,51621140.0,51621140.0
16859,Marion Guyot,1,20000000.0,20000000.0,319501756,319501756.0,319501756,319501756.0,117400141.0,117400141.0,299501756.0,299501756.0
16860,Marion Kerr,1,3500000.0,3500000.0,27858103,27858103.0,27858103,27858103.0,13918667.0,13918667.0,24358103.0,24358103.0
16861,Marion Lambert,1,5000000.0,5000000.0,41898409,41898409.0,41898409,41898409.0,16321100.0,16321100.0,36898409.0,36898409.0
16862,Marion McCorry,1,72000000.0,72000000.0,408247917,408247917.0,408247917,408247917.0,155966634.0,155966634.0,336247917.0,336247917.0
16863,Marion Moseley,1,13000000.0,13000000.0,19937988,19937988.0,19937988,19937988.0,3937988.0,3937988.0,6937988.0,6937988.0
16864,Marion O'Dwyer,1,12000000.0,12000000.0,1787413,1787413.0,1787413,1787413.0,-11449528.0,-11449528.0,-10212587.0,-10212587.0
16865,Marion Ross,1,35000000.0,35000000.0,71571300,71571300.0,71571300,71571300.0,-9118932.0,-9118932.0,36571300.0,36571300.0
16866,Marion Vernoux,1,3885350.0,3885350.0,3096815,3096815.0,3096815,3096815.0,-3370480.0,-3370480.0,-788535.0,-788535.0
16867,Marion Zinser,1,43000000.0,43000000.0,93983911,93983911.0,93983911,93983911.0,4907715.0,4907715.0,50983911.0,50983911.0
16868,Marisa Berenson,1,3996360.0,3996360.0,12014663,12014663.0,12014663,12014663.0,1009105.0,1009105.0,8018303.0,8018303.0
16869,Marisa Coughlan,4,54500000.0,13625000.0,81742907,20435726.75,81742907,20435726.75,13973571.0,3493392.75,27242907.0,6810726.75
16870,Marisa Echeverria,1,7400000.0,7400000.0,29874280,29874280.0,29874280,29874280.0,14995806.0,14995806.0,22474280.0,22474280.0
16871,Marisa Miller,2,141800000.0,70900000.0,125819136,62909568.0,125819136,62909568.0,-66900053.0,-33450026.5,-15980864.0,-7990432.0
16872,Marisa Paredes,2,15601000.0,7800500.0,40260471,20130235.5,40260471,20130235.5,-11659939.0,-5829969.5,24659471.0,12329735.5
16873,Marisa Rudiak,1,13000000.0,13000000.0,37664855,37664855.0,37664855,37664855.0,17354442.0,17354442.0,24664855.0,24664855.0
16874,Marisa Saks,1,20000000.0,20000000.0,78378744,78378744.0,78378744,78378744.0,12015787.0,12015787.0,58378744.0,58378744.0
16875,Marisa Tomei,20,805200000.0,40260000.0,3462971470,173148573.5,3462971470,173148573.5,745268551.0,37263427.55,2657771470.0,132888573.5
16876,Marisela Zumbado,1,60000000.0,60000000.0,162146076,162146076.0,162146076,162146076.0,-1302924.0,-1302924.0,102146076.0,102146076.0
16877,Marisol Calero,1,25000000.0,25000000.0,1308242,1308242.0,1308242,1308242.0,-24739438.0,-24739438.0,-23691758.0,-23691758.0
16878,Marisol Nichols,1,40000000.0,40000000.0,141522961,141522961.0,141522961,141522961.0,30165972.0,30165972.0,101522961.0,101522961.0
16879,Marisol Ramirez,1,9000000.0,9000000.0,123133739,123133739.0,123133739,123133739.0,45733739.0,45733739.0,114133739.0,114133739.0
16880,Marissa Jaret Winokur,1,30000000.0,30000000.0,50605163,50605163.0,50605163,50605163.0,12071069.0,12071069.0,20605163.0,20605163.0
16881,Marissa Matrone,1,55000000.0,55000000.0,154906693,154906693.0,154906693,154906693.0,39011225.0,39011225.0,99906693.0,99906693.0
16882,Marissa Neitling,1,110000000.0,110000000.0,473990832,473990832.0,473990832,473990832.0,45190832.0,45190832.0,363990832.0,363990832.0
16883,Marit Pia Jacobsen,1,1771861.8061991555,1771861.8061991555,2042190,2042190.0,2042190,2042190.0,-1457132.8061991555,-1457132.8061991555,270328.1938008445,270328.1938008445
16884,Marit Velle Kile,1,54000000.0,54000000.0,155010032,155010032.0,155010032,155010032.0,28348319.0,28348319.0,101010032.0,101010032.0
16885,Marita Zouravlioff,1,5000000.0,5000000.0,368744044,368744044.0,368744044,368744044.0,236438208.0,236438208.0,363744044.0,363744044.0
16886,Marites Pineda,1,39000000.0,39000000.0,14866015,14866015.0,14866015,14866015.0,-24728985.0,-24728985.0,-24133985.0,-24133985.0
16887,Maritta Horwarth,1,7770700.0,7770700.0,24322180,24322180.0,24322180,24322180.0,-1590500.0,-1590500.0,16551480.0,16551480.0
16888,Marius Bizau,1,28000000.0,28000000.0,2624761,2624761.0,2624761,2624761.0,-26978602.0,-26978602.0,-25375239.0,-25375239.0
16889,Marius Colucci,1,14431300.0,14431300.0,12698385,12698385.0,12698385,12698385.0,-14252209.0,-14252209.0,-1732915.0,-1732915.0
16890,Marius Weyers,1,100000000.0,100000000.0,171720398,171720398.0,171720398,171720398.0,-42622084.0,-42622084.0,71720398.0,71720398.0
16891,Mariy Rosen,1,30000000.0,30000000.0,24172201,24172201.0,24172201,24172201.0,-27298141.0,-27298141.0,-5827799.0,-5827799.0
16892,Mariya Mironova,1,4200000.0,4200000.0,50336279,50336279.0,50336279,50336279.0,-2697812.0,-2697812.0,46136279.0,46136279.0
16893,Mariya Poroshina,2,8400000.0,4200000.0,93254811,46627405.5,93254811,46627405.5,-6446915.0,-3223457.5,84854811.0,42427405.5
16894,Mariya Sittel,1,30000000.0,30000000.0,68316452,68316452.0,68316452,68316452.0,-28986055.0,-28986055.0,38316452.0,38316452.0
16895,Mariya Smolnikova,1,30000000.0,30000000.0,68316452,68316452.0,68316452,68316452.0,-28986055.0,-28986055.0,38316452.0,38316452.0
16896,Marja-Leena Junker,1,8000000.0,8000000.0,11155214,11155214.0,11155214,11155214.0,293784.0,293784.0,3155214.0,3155214.0
16897,Marjean Holden,1,52000000.0,52000000.0,77663556,77663556.0,77663556,77663556.0,-17360061.0,-17360061.0,25663556.0,25663556.0
16898,Marjorie Crump-Shears,1,900000.0,900000.0,17385830,17385830.0,17385830,17385830.0,15201339.0,15201339.0,16485830.0,16485830.0
16899,Marjorie Dome,1,5000000.0,5000000.0,10173061,10173061.0,10173061,10173061.0,4206470.0,4206470.0,5173061.0,5173061.0
16900,Mark Acheson,2,62000000.0,31000000.0,44862615,22431307.5,44862615,22431307.5,-33452436.0,-16726218.0,-17137385.0,-8568692.5
16901,Mark Addy,7,545000000.0,77857142.85714285,717208894,102458413.42857143,717208894,102458413.42857143,-214773290.0,-30681898.57142857,172208894.0,24601270.57142857
16902,Mark Aisbett,1,14000000.0,14000000.0,18191005,18191005.0,18191005,18191005.0,1550605.0,1550605.0,4191005.0,4191005.0
16903,Mark Aldrich,1,56000000.0,56000000.0,12923936,12923936.0,12923936,12923936.0,-43117066.0,-43117066.0,-43076064.0,-43076064.0
16904,Mark Arnold,2,190000000.0,95000000.0,405901635,202950817.5,405901635,202950817.5,-28915405.0,-14457702.5,215901635.0,107950817.5
16905,Mark Ashworth,1,90000000.0,90000000.0,162360636,162360636.0,162360636,162360636.0,3432655.0,3432655.0,72360636.0,72360636.0
16906,Mark Aspinall,1,130000000.0,130000000.0,119240351,119240351.0,119240351,119240351.0,-61328075.0,-61328075.0,-10759649.0,-10759649.0
16907,Mark Ballou,1,50000.0,50000.0,139745,139745.0,139745,139745.0,52617.0,52617.0,89745.0,89745.0
16908,Mark Barrett,1,45000000.0,45000000.0,141220678,141220678.0,141220678,141220678.0,26308997.0,26308997.0,96220678.0,96220678.0
16909,Mark Basnight,1,35000000.0,35000000.0,32517248,32517248.0,32517248,32517248.0,-28884175.0,-28884175.0,-2482752.0,-2482752.0
16910,Mark Bazeley,1,10000000.0,10000000.0,4091378,4091378.0,4091378,4091378.0,-9550135.0,-9550135.0,-5908622.0,-5908622.0
16911,Mark Beech,1,6000000.0,6000000.0,35547761,35547761.0,35547761,35547761.0,28134641.0,28134641.0,29547761.0,29547761.0
16912,Mark Benton,2,53000000.0,26500000.0,107961575,53980787.5,107961575,53980787.5,-29521004.0,-14760502.0,54961575.0,27480787.5
16913,Mark Berry,1,65000000.0,65000000.0,131977904,131977904.0,131977904,131977904.0,-12588094.0,-12588094.0,66977904.0,66977904.0
16914,Mark Billingham,1,40000000.0,40000000.0,24177137,24177137.0,24177137,24177137.0,-29335251.0,-29335251.0,-15822863.0,-15822863.0
16915,Mark Blum,2,30000000.0,15000000.0,34354903,17177451.5,34354903,17177451.5,-18117708.0,-9058854.0,4354903.0,2177451.5
16916,Mark Bonnar,1,59000000.0,59000000.0,32140970,32140970.0,32140970,32140970.0,-42209210.0,-42209210.0,-26859030.0,-26859030.0
16917,Mark Boone Junior,11,358400000.0,32581818.181818184,772513014,70228455.81818181,772513014,70228455.81818181,74843249.0,6803931.7272727275,414113014.0,37646637.63636363
16918,Mark Borchardt,1,49000000.0,49000000.0,74005691,74005691.0,74005691,74005691.0,-5094254.0,-5094254.0,25005691.0,25005691.0
16919,Mark Boyd,1,15000000.0,15000000.0,16691303,16691303.0,16691303,16691303.0,-1956637.0,-1956637.0,1691303.0,1691303.0
16920,Mark Brady,1,37000000.0,37000000.0,100104565,100104565.0,100104565,100104565.0,11006762.0,11006762.0,63104565.0,63104565.0
16921,Mark Bramhall,2,37000000.0,18500000.0,317386082,158693041.0,317386082,158693041.0,65561068.0,32780534.0,280386082.0,140193041.0
16922,Mark Camacho,6,232000000.0,38666666.666666664,244587263,40764543.833333336,244587263,40764543.833333336,-92189981.0,-15364996.833333334,12587263.0,2097877.1666666665
16923,Mark Cameron,1,10000000.0,10000000.0,4091378,4091378.0,4091378,4091378.0,-9550135.0,-9550135.0,-5908622.0,-5908622.0
16924,Mark Casella,1,19000000.0,19000000.0,35442935,35442935.0,35442935,35442935.0,363565.0,363565.0,16442935.0,16442935.0
16925,Mark Cheng,1,25000000.0,25000000.0,40481352,40481352.0,40481352,40481352.0,-2513591.0,-2513591.0,15481352.0,15481352.0
16926,Mark Christopher Lawrence,1,50000000.0,50000000.0,203172417,203172417.0,203172417,203172417.0,25369589.0,25369589.0,153172417.0,153172417.0
16927,Mark Collie,1,33000000.0,33000000.0,54700105,54700105.0,54700105,54700105.0,810189.0,810189.0,21700105.0,21700105.0
16928,Mark Consuelos,3,140000000.0,46666666.666666664,129700801,43233600.333333336,129700801,43233600.333333336,-87602300.0,-29200766.666666668,-10299199.0,-3433066.3333333335
16929,Mark Critch,1,12700000.0,12700000.0,4292517,4292517.0,4292517,4292517.0,-9269982.0,-9269982.0,-8407483.0,-8407483.0
16930,Mark Cronfield,1,4592883.740173769,4592883.740173769,57130027,57130027.0,57130027,57130027.0,21431572.25982623,21431572.25982623,52537143.25982623,52537143.25982623
16931,Mark Dacascos,4,149000000.0,37250000.0,464289666,116072416.5,464289666,116072416.5,76123154.0,19030788.5,315289666.0,78822416.5
16932,Mark De Alessandro,1,10000000.0,10000000.0,459098,459098.0,459098,459098.0,-9974968.0,-9974968.0,-9540902.0,-9540902.0
16933,Mark DeCarlo,1,30000000.0,30000000.0,102992536,102992536.0,102992536,102992536.0,50936232.0,50936232.0,72992536.0,72992536.0
16934,Mark DellaGrotte,1,42000000.0,42000000.0,73100172,73100172.0,73100172,73100172.0,3290318.0,3290318.0,31100172.0,31100172.0
16935,Mark Derwin,1,23000000.0,23000000.0,38623262,38623262.0,38623262,38623262.0,13323505.0,13323505.0,15623262.0,15623262.0
16936,Mark Devenport,2,387470.2996631006,193735.1498315503,3452715,1726357.5,3452715,1726357.5,202100.70033689938,101050.35016844969,3065244.7003368996,1532622.3501684498
16937,Mark Devine,1,16000000.0,16000000.0,43411001,43411001.0,43411001,43411001.0,24388794.0,24388794.0,27411001.0,27411001.0
16938,Mark Dindal,1,150000000.0,150000000.0,314432837,314432837.0,314432837,314432837.0,-14613335.0,-14613335.0,164432837.0,164432837.0
16939,Mark Doherty,2,122000000.0,61000000.0,565536736,282768368.0,565536736,282768368.0,21164630.0,10582315.0,443536736.0,221768368.0
16940,Mark Donovan,1,15000000.0,15000000.0,34085749,34085749.0,34085749,34085749.0,-7199176.0,-7199176.0,19085749.0,19085749.0
16941,Mark Dozlaw,1,20000000.0,20000000.0,323253714,323253714.0,323253714,323253714.0,112422809.0,112422809.0,303253714.0,303253714.0
16942,Mark Duplass,8,85275000.0,10659375.0,235055943,29381992.875,235055943,29381992.875,84779937.0,10597492.125,149780943.0,18722617.875
16943,Mark Edel-Hunt,1,20000000.0,20000000.0,13451186,13451186.0,13451186,13451186.0,-13567744.0,-13567744.0,-6548814.0,-6548814.0
16944,Mark Elliot Wilson,1,7000000.0,7000000.0,9232318,9232318.0,9232318,9232318.0,-5261308.0,-5261308.0,2232318.0,2232318.0
16945,Mark Ellis,1,46000000.0,46000000.0,101191884,101191884.0,101191884,101191884.0,6802140.0,6802140.0,55191884.0,55191884.0
16946,Mark Engelhardt,1,3600000.0,3600000.0,43805,43805.0,43805,43805.0,-3556195.0,-3556195.0,-3556195.0,-3556195.0
16947,Mark Famiglietti,2,219500000.0,109750000.0,468226102,234113051.0,468226102,234113051.0,-48948733.0,-24474366.5,248726102.0,124363051.0
16948,Mark Ferguson,1,93000000.0,93000000.0,887934303,887934303.0,887934303,887934303.0,222544750.0,222544750.0,794934303.0,794934303.0
16949,Mark Feuerstein,3,162000000.0,54000000.0,497106761,165702253.66666666,497106761,165702253.66666666,110791750.0,36930583.333333336,335106761.0,111702253.66666667
16950,Mark Fichera,1,40000000.0,40000000.0,165478348,165478348.0,165478348,165478348.0,32313754.0,32313754.0,125478348.0,125478348.0
16951,Mark Field,1,20000000.0,20000000.0,13451186,13451186.0,13451186,13451186.0,-13567744.0,-13567744.0,-6548814.0,-6548814.0
16952,Mark Fisher,1,10385218.767990788,10385218.767990788,4235959,4235959.0,4235959,4235959.0,-9200654.767990788,-9200654.767990788,-6149259.767990788,-6149259.767990788
16953,Mark FitzGerald,1,19250000.0,19250000.0,8112712,8112712.0,8112712,8112712.0,-14815568.0,-14815568.0,-11137288.0,-11137288.0
16954,Mark Fredrichs,1,15000.0,15000.0,193355800,193355800.0,193355800,193355800.0,107903810.0,107903810.0,193340800.0,193340800.0
16955,Mark Furze,2,13000000.0,6500000.0,137498501,68749250.5,137498501,68749250.5,117322942.0,58661471.0,124498501.0,62249250.5
16956,Mark Gantt,1,85000000.0,85000000.0,450717150,450717150.0,450717150,450717150.0,98417150.0,98417150.0,365717150.0,365717150.0
16957,Mark Gatiss,6,158000000.0,26333333.333333332,597578535,99596422.5,597578535,99596422.5,64060316.0,10676719.333333334,439578535.0,73263089.16666667
16958,Mark Gibbon,1,105000000.0,105000000.0,115900534,115900534.0,115900534,115900534.0,-47238988.0,-47238988.0,10900534.0,10900534.0
16959,Mark Ginther,1,25000000.0,25000000.0,29397654,29397654.0,29397654,29397654.0,-1408568.0,-1408568.0,4397654.0,4397654.0
16960,Mark Goodman,1,165000000.0,165000000.0,313500433,313500433.0,313500433,313500433.0,22224490.0,22224490.0,148500433.0,148500433.0
16961,Mark Griffin,1,70000000.0,70000000.0,176104344,176104344.0,176104344,176104344.0,42952899.0,42952899.0,106104344.0,106104344.0
16962,Mark Hadlow,4,862000000.0,215500000.0,3493753660,873438415.0,3493753660,873438415.0,172570236.0,43142559.0,2631753660.0,657938415.0
16963,Mark Hales,1,100000.0,100000.0,42964410,42964410.0,42964410,42964410.0,22664410.0,22664410.0,42864410.0,42864410.0
16964,Mark Hamill,5,921500000.0,184300000.0,4893722051,978744410.2,4893722051,978744410.2,1282582873.0,256516574.6,3972222051.0,794444410.2
16965,Mark Harelik,1,93000000.0,93000000.0,368780809,368780809.0,368780809,368780809.0,88171875.0,88171875.0,275780809.0,275780809.0
16966,Mark Harmon,2,43000000.0,21500000.0,173159655,86579827.5,173159655,86579827.5,79425958.0,39712979.0,130159655.0,65079827.5
16967,Mark Helms,1,6200000.0,6200000.0,23620709,23620709.0,23620709,23620709.0,14257151.0,14257151.0,17420709.0,17420709.0
16968,Mark Henry,1,10000000.0,10000000.0,9322895,9322895.0,9322895,9322895.0,-1474400.0,-1474400.0,-677105.0,-677105.0
16969,Mark Hildreth,1,17000000.0,17000000.0,16446271,16446271.0,16446271,16446271.0,-4159158.0,-4159158.0,-553729.0,-553729.0
16970,Mark Hoffman,1,6000000.0,6000000.0,6979093,6979093.0,6979093,6979093.0,-4521507.0,-4521507.0,979093.0,979093.0
16971,Mark Houghton,2,73000000.0,36500000.0,83805759,41902879.5,83805759,41902879.5,-28011369.0,-14005684.5,10805759.0,5402879.5
16972,Mark Ivanir,2,135000000.0,67500000.0,107025922,53512961.0,107025922,53512961.0,-73956218.0,-36978109.0,-27974078.0,-13987039.0
16973,Mark Jacobson,1,1700000.0,1700000.0,1060941,1060941.0,1060941,1060941.0,-1004160.0,-1004160.0,-639059.0,-639059.0
16974,Mark Kempner,1,656126.2485962528,656126.2485962528,450275,450275.0,450275,450275.0,-627063.2485962528,-627063.2485962528,-205851.24859625276,-205851.24859625276
16975,Mark Kiely,1,81000000.0,81000000.0,484592874,484592874.0,484592874,484592874.0,161829261.0,161829261.0,403592874.0,403592874.0
16976,Mark Kozelek,2,73654230.0,36827115.0,70843047,35421523.5,70843047,35421523.5,-38416084.0,-19208042.0,-2811183.0,-1405591.5
16977,Mark L. Young,4,121000000.0,30250000.0,531823759,132955939.75,531823759,132955939.75,188420708.0,47105177.0,410823759.0,102705939.75
16978,Mark La Mura,1,35000000.0,35000000.0,65100369,65100369.0,65100369,65100369.0,4046489.0,4046489.0,30100369.0,30100369.0
16979,Mark Lambert,1,17000000.0,17000000.0,9439660,9439660.0,9439660,9439660.0,-15428496.0,-15428496.0,-7560340.0,-7560340.0
16980,Mark Leroy,1,60000000.0,60000000.0,47664559,47664559.0,47664559,47664559.0,-28475725.0,-28475725.0,-12335441.0,-12335441.0
16981,Mark Lewis Jones,2,60000000.0,30000000.0,46807151,23403575.5,46807151,23403575.5,-41619612.0,-20809806.0,-13192849.0,-6596424.5
16982,Mark Linett,1,10000000.0,10000000.0,28641776,28641776.0,28641776,28641776.0,2551031.0,2551031.0,18641776.0,18641776.0
16983,Mark Linn-Baker,1,120000000.0,120000000.0,48668907,48668907.0,48668907,48668907.0,-89787380.0,-89787380.0,-71331093.0,-71331093.0
16984,Mark Longhurst,1,50000000.0,50000000.0,104478416,104478416.0,104478416,104478416.0,1085416.0,1085416.0,54478416.0,54478416.0
16985,Mark Lynch,1,40000000.0,40000000.0,62771059,62771059.0,62771059,62771059.0,-14873786.0,-14873786.0,22771059.0,22771059.0
16986,Mark Margolis,8,238500000.0,29812500.0,824884760,103110595.0,824884760,103110595.0,47005192.0,5875649.0,586384760.0,73298095.0
16987,Mark McConchie,1,19000000.0,19000000.0,278019771,278019771.0,278019771,278019771.0,138019771.0,138019771.0,259019771.0,259019771.0
16988,Mark McGrath,1,84000000.0,84000000.0,275650703,275650703.0,275650703,275650703.0,69294164.0,69294164.0,191650703.0,191650703.0
16989,Mark McKenna,1,38000000.0,38000000.0,41657844,41657844.0,41657844,41657844.0,-16295156.0,-16295156.0,3657844.0,3657844.0
16990,Mark Mendonca,1,165000000.0,165000000.0,313500433,313500433.0,313500433,313500433.0,22224490.0,22224490.0,148500433.0,148500433.0
16991,Mark Mitchinson,2,135000000.0,67500000.0,175831634,87915817.0,175831634,87915817.0,-73246645.0,-36623322.5,40831634.0,20415817.0
16992,Mark Monero,1,7217388.73455878,7217388.73455878,3719383,3719383.0,3719383,3719383.0,-5418076.73455878,-5418076.73455878,-3498005.7345587797,-3498005.7345587797
16993,Mark Moseley,1,150000000.0,150000000.0,928760770,928760770.0,928760770,928760770.0,291226247.0,291226247.0,778760770.0,778760770.0
16994,Mark Moses,5,174000000.0,34800000.0,388955334,77791066.8,388955334,77791066.8,30797111.0,6159422.2,214955334.0,42991066.8
16995,Mark Munoz,1,12000000.0,12000000.0,43495888,43495888.0,43495888,43495888.0,26108728.0,26108728.0,31495888.0,31495888.0
16996,Mark Nutter,1,40000000.0,40000000.0,76130093,76130093.0,76130093,76130093.0,-10878502.0,-10878502.0,36130093.0,36130093.0
16997,Mark O'Brien,4,119000000.0,29750000.0,334029066,83507266.5,334029066,83507266.5,40795176.0,10198794.0,215029066.0,53757266.5
16998,Mark O'Regan,1,19000000.0,19000000.0,32686500,32686500.0,32686500,32686500.0,6918920.0,6918920.0,13686500.0,13686500.0
16999,Mark Patton,1,65000000.0,65000000.0,43545364,43545364.0,43545364,43545364.0,-21454636.0,-21454636.0,-21454636.0,-21454636.0
17000,Mark Pellegrino,6,297000000.0,49500000.0,540436818,90072803.0,540436818,90072803.0,-8328087.0,-1388014.5,243436818.0,40572803.0
17001,Mark Phinney,1,75000000.0,75000000.0,180557550,180557550.0,180557550,180557550.0,-10961384.0,-10961384.0,105557550.0,105557550.0
17002,Mark Polish,1,13000000.0,13000000.0,11130889,11130889.0,11130889,11130889.0,-1996357.0,-1996357.0,-1869111.0,-1869111.0
17003,Mark Poltimore,1,20000000.0,20000000.0,24261569,24261569.0,24261569,24261569.0,-17671257.0,-17671257.0,4261569.0,4261569.0
17004,Mark Povinelli,2,123000000.0,61500000.0,300113424,150056712.0,300113424,150056712.0,644884.0,322442.0,177113424.0,88556712.0
17005,Mark R. Anthony,1,12000000.0,12000000.0,2169799,2169799.0,2169799,2169799.0,-11897459.0,-11897459.0,-9830201.0,-9830201.0
17006,Mark Rendall,2,42000000.0,21000000.0,80768156,40384078.0,80768156,40384078.0,1520699.0,760349.5,38768156.0,19384078.0
17007,Mark Rhino Smith,1,13200000.0,13200000.0,54323210,54323210.0,54323210,54323210.0,39343632.0,39343632.0,41123210.0,41123210.0
17008,Mark Riccardi,1,1600000.0,1600000.0,10104,10104.0,10104,10104.0,-1589896.0,-1589896.0,-1589896.0,-1589896.0
17009,Mark Richt,1,100000.0,100000.0,10307987,10307987.0,10307987,10307987.0,10078331.0,10078331.0,10207987.0,10207987.0
17010,Mark Rolston,3,111800000.0,37266666.666666664,473563247,157854415.66666666,473563247,157854415.66666666,105024376.0,35008125.333333336,361763247.0,120587749.0
17011,Mark Ronson,1,100000000.0,100000000.0,171616764,171616764.0,171616764,171616764.0,-33242987.0,-33242987.0,71616764.0,71616764.0
17012,Mark Ruffalo,31,2437120200.0,78616780.64516129,10928409087,352529325.38709676,10928409087,352529325.38709676,1497110823.0,48293897.51612903,8491288887.0,273912544.7419355
17013,Mark Ryan,1,40000000.0,40000000.0,109676311,109676311.0,109676311,109676311.0,13089891.0,13089891.0,69676311.0,69676311.0
17014,Mark Rydell,1,16000000.0,16000000.0,14569744,14569744.0,14569744,14569744.0,-11149247.0,-11149247.0,-1430256.0,-1430256.0
17015,Mark Rylance,6,530000000.0,88333333.33333333,1572943800,262157300.0,1572943800,262157300.0,-37291933.0,-6215322.166666667,1042943800.0,173823966.66666666
17016,Mark S. Cartier,1,30000000.0,30000000.0,33334176,33334176.0,33334176,33334176.0,-14948023.0,-14948023.0,3334176.0,3334176.0
17017,Mark Sangster,1,70000000.0,70000000.0,38629478,38629478.0,38629478,38629478.0,-64028664.0,-64028664.0,-31370522.0,-31370522.0
17018,Mark Schlegel,1,35000000.0,35000000.0,22126842,22126842.0,22126842,22126842.0,-24491482.0,-24491482.0,-12873158.0,-12873158.0
17019,Mark Schooley,1,60000000.0,60000000.0,200687492,200687492.0,200687492,200687492.0,33385515.0,33385515.0,140687492.0,140687492.0
17020,Mark Simpson,1,40000000.0,40000000.0,312242626,312242626.0,312242626,312242626.0,-13169932.0,-13169932.0,272242626.0,272242626.0
17021,Mark Stanley,1,50000000.0,50000000.0,44665289,44665289.0,44665289,44665289.0,-28096252.0,-28096252.0,-5334711.0,-5334711.0
17022,Mark Steger,2,35000000.0,17500000.0,183448629,91724314.5,183448629,91724314.5,52247199.0,26123599.5,148448629.0,74224314.5
17023,Mark Strong,23,1530863614.8708553,66559287.60308067,3601277549,156577284.73913044,3601277549,156577284.73913044,-337810684.87085533,-14687421.081341537,2070413934.1291447,90017997.13604976
