,actor,num,all_budget,avg_budget,all_usa_income,avg_usa_income,all_global_income,avg_global_income,all_usa_profit,avg_usa_profit,all_global_profit,avg_global_profit
5468,Crystal McCreary,1,40000000.0,40000000.0,129540522,129540522.0,129540522,129540522.0,54125426.0,54125426.0,89540522.0,89540522.0
5469,Crystal Reed,1,10000000.0,10000000.0,66984887,66984887.0,66984887,66984887.0,11393620.0,11393620.0,56984887.0,56984887.0
5470,Crystal Scales,2,55000000.0,27500000.0,163687273,81843636.5,163687273,81843636.5,66044929.0,33022464.5,108687273.0,54343636.5
5471,Crystal Shepherd-Cross,1,18000000.0,18000000.0,1831348,1831348.0,1831348,1831348.0,-17929356.0,-17929356.0,-16168652.0,-16168652.0
5472,Crystal the Monkey,1,127000000.0,127000000.0,363204635,363204635.0,363204635,363204635.0,-13253379.0,-13253379.0,236204635.0,236204635.0
5473,Crystal-Donna Roberts,1,12000000.0,12000000.0,126636097,126636097.0,126636097,126636097.0,52575175.0,52575175.0,114636097.0,114636097.0
5474,Críspulo Cabezas,1,3330300.0,3330300.0,4915757,4915757.0,4915757,4915757.0,-3329463.0,-3329463.0,1585457.0,1585457.0
5475,Csaba Czene,1,1501068.2316034292,1501068.2316034292,82567,82567.0,82567,82567.0,-1489660.2316034292,-1489660.2316034292,-1418501.2316034292,-1418501.2316034292
5476,Csaba Faix,1,2101495.5242448007,2101495.5242448007,581904,581904.0,581904,581904.0,-1819137.5242448007,-1819137.5242448007,-1519591.5242448007,-1519591.5242448007
5477,Csaba Pindroch,1,300213.64632068586,300213.64632068586,1277800,1277800.0,1277800,1277800.0,-63030.64632068586,-63030.64632068586,977586.3536793141,977586.3536793141
5478,Cso-Cso,1,13500000.0,13500000.0,91542097,91542097.0,91542097,91542097.0,25514193.0,25514193.0,78042097.0,78042097.0
5479,Cuba Gooding Jr.,11,562000000.0,51090909.09090909,1191644253,108331295.72727273,1191644253,108331295.72727273,100909827.0,9173620.636363637,629644253.0,57240386.63636363
5480,Cui Ya Hui,1,55000000.0,55000000.0,99274467,99274467.0,99274467,99274467.0,1937502.0,1937502.0,44274467.0,44274467.0
5481,Cullen Moss,2,32000000.0,16000000.0,117569654,58784827.0,117569654,58784827.0,50019984.0,25009992.0,85569654.0,42784827.0
5482,Cully Symington,1,10000000.0,10000000.0,33556631,33556631.0,33556631,33556631.0,21487293.0,21487293.0,23556631.0,23556631.0
5483,Cung Le,3,86600000.0,28866666.666666668,115101582,38367194.0,115101582,38367194.0,-54040098.0,-18013366.0,28501582.0,9500527.333333334
5484,Curran Walters,1,7000000.0,7000000.0,7214806,7214806.0,7214806,7214806.0,-1335236.0,-1335236.0,214806.0,214806.0
5485,Currie Graham,2,130000000.0,65000000.0,153126101,76563050.5,153126101,76563050.5,-86739357.0,-43369678.5,23126101.0,11563050.5
5486,Curry Stone,1,12000000.0,12000000.0,33213241,33213241.0,33213241,33213241.0,10348241.0,10348241.0,21213241.0,21213241.0
5487,Curt Doussett,1,780000.0,780000.0,1310470,1310470.0,1310470,1310470.0,530470.0,530470.0,530470.0,530470.0
5488,Curt Lowens,1,150000000.0,150000000.0,485930816,485930816.0,485930816,485930816.0,-16624154.0,-16624154.0,335930816.0,335930816.0
5489,Curtis Armstrong,6,125000000.0,20833333.333333332,332989448,55498241.333333336,332989448,55498241.333333336,49931499.0,8321916.5,207989448.0,34664908.0
5490,Curtis Hanson,1,19000000.0,19000000.0,32801173,32801173.0,32801173,32801173.0,3498520.0,3498520.0,13801173.0,13801173.0
5491,Curtis Harris,1,69000000.0,69000000.0,116471580,116471580.0,116471580,116471580.0,-31480861.0,-31480861.0,47471580.0,47471580.0
5492,Curtis Holbrook,1,45000000.0,45000000.0,29625761,29625761.0,29625761,29625761.0,-20397709.0,-20397709.0,-15374239.0,-15374239.0
5493,Curtis Plagge,1,27000000.0,27000000.0,11416075,11416075.0,11416075,11416075.0,-18274187.0,-18274187.0,-15583925.0,-15583925.0
5494,Curtis Vowell,1,15000000.0,15000000.0,61548707,61548707.0,61548707,61548707.0,27725475.0,27725475.0,46548707.0,46548707.0
5495,Curtiss Cook,3,98000000.0,32666666.666666668,206308835,68769611.66666667,206308835,68769611.66666667,-10701229.0,-3567076.3333333335,108308835.0,36102945.0
5496,Cut Chemist,1,25000000.0,25000000.0,166842739,166842739.0,166842739,166842739.0,58823381.0,58823381.0,141842739.0,141842739.0
5497,Cyia Batten,1,75000000.0,75000000.0,119483446,119483446.0,119483446,119483446.0,-8338905.0,-8338905.0,44483446.0,44483446.0
5498,Cylk Cozart,1,52000000.0,52000000.0,65664721,65664721.0,65664721,65664721.0,-15104859.0,-15104859.0,13664721.0,13664721.0
5499,Cyndi Mayo,1,50000000.0,50000000.0,106956330,106956330.0,106956330,106956330.0,-17253059.0,-17253059.0,56956330.0,56956330.0
5500,Cynthea Mercado,1,5500000.0,5500000.0,18159691,18159691.0,18159691,18159691.0,5607431.0,5607431.0,12659691.0,12659691.0
5501,Cynthia Addai-Robinson,2,84000000.0,42000000.0,226668485,113334242.5,226668485,113334242.5,38925899.0,19462949.5,142668485.0,71334242.5
5502,Cynthia Barrett,1,110000000.0,110000000.0,297002527,297002527.0,297002527,297002527.0,20179072.0,20179072.0,187002527.0,187002527.0
5503,Cynthia Erivo,2,49000000.0,24500000.0,75229741,37614870.5,75229741,37614870.5,11921270.0,5960635.0,26229741.0,13114870.5
5504,Cynthia Ettinger,1,11000000.0,11000000.0,17423030,17423030.0,17423030,17423030.0,2110448.0,2110448.0,6423030.0,6423030.0
5505,Cynthia Evans,1,7000000.0,7000000.0,91522094,91522094.0,91522094,91522094.0,38729221.0,38729221.0,84522094.0,84522094.0
5506,Cynthia Ferrer,1,20000000.0,20000000.0,25000167,25000167.0,25000167,25000167.0,-896928.0,-896928.0,5000167.0,5000167.0
5507,Cynthia Kaye McWilliams,1,30000000.0,30000000.0,3087832,3087832.0,3087832,3087832.0,-29509027.0,-29509027.0,-26912168.0,-26912168.0
5508,Cynthia Nixon,4,178500000.0,44625000.0,711618684,177904671.0,711618684,177904671.0,70888769.0,17722192.25,533118684.0,133279671.0
5509,Cynthia Pelletier-Sullivan,1,15000000.0,15000000.0,47052899,47052899.0,47052899,47052899.0,6403519.0,6403519.0,32052899.0,32052899.0
5510,Cynthia Stevenson,5,114000000.0,22800000.0,163183380,32636676.0,163183380,32636676.0,1835858.0,367171.6,49183380.0,9836676.0
5511,Cynthy Wu,2,45000000.0,22500000.0,43880295,21940147.5,43880295,21940147.5,-12052426.0,-6026213.0,-1119705.0,-559852.5
5512,Cyril Bernicot,1,6105550.0,6105550.0,88385944,88385944.0,88385944,88385944.0,-2470386.0,-2470386.0,82280394.0,82280394.0
5513,Cyril Casmèze,1,19781982.0,19781982.0,13315054,13315054.0,13315054,13315054.0,-19727621.0,-19727621.0,-6466928.0,-6466928.0
5514,Cyril Descours,1,13000000.0,13000000.0,17471727,17471727.0,17471727,17471727.0,-8100722.0,-8100722.0,4471727.0,4471727.0
5515,Cyril Mendy,1,10545950.0,10545950.0,426588510,426588510.0,426588510,426588510.0,-347130.0,-347130.0,416042560.0,416042560.0
5516,Cyril Raffaelli,5,194945400.0,38989080.0,518019144,103603828.8,518019144,103603828.8,-22182373.0,-4436474.6,323073744.0,64614748.8
5517,Cyril Roy,1,16000000.0,16000000.0,775385,775385.0,775385,775385.0,-15663533.0,-15663533.0,-15224615.0,-15224615.0
5518,Cyril Shaps,1,15000000.0,15000000.0,18009625,18009625.0,18009625,18009625.0,-6615071.0,-6615071.0,3009625.0,3009625.0
5519,Cyril Takayama,1,7000000.0,7000000.0,2674090,2674090.0,2674090,2674090.0,-4654059.0,-4654059.0,-4325910.0,-4325910.0
5520,Cyrus Arnold,1,2000000.0,2000000.0,16810562,16810562.0,16810562,16810562.0,7252038.0,7252038.0,14810562.0,14810562.0
5521,Cyrus Farmer,2,60000000.0,30000000.0,74096870,37048435.0,74096870,37048435.0,-707318.0,-353659.0,14096870.0,7048435.0
5522,Cyrus Hernstadt,1,14000000.0,14000000.0,564864,564864.0,564864,564864.0,-13953505.0,-13953505.0,-13435136.0,-13435136.0
5523,Cyrus Shaki-Khan,1,95000000.0,95000000.0,76432727,76432727.0,76432727,76432727.0,-44136258.0,-44136258.0,-18567273.0,-18567273.0
5524,Cyrus Spencer,1,45000000.0,45000000.0,86165646,86165646.0,86165646,86165646.0,-30095616.0,-30095616.0,41165646.0,41165646.0
5525,Cécile Breccia,1,15000000.0,15000000.0,37697773,37697773.0,37697773,37697773.0,5804166.0,5804166.0,22697773.0,22697773.0
5526,Cécile de France,5,180825750.0,36165150.0,242427319,48485463.8,242427319,48485463.8,-116165712.0,-23233142.4,61601569.0,12320313.8
5527,Cédric Kahn,1,4773430.0,4773430.0,20343051,20343051.0,20343051,20343051.0,-193382.0,-193382.0,15569621.0,15569621.0
5528,Céline Sallette,1,17095540.0,17095540.0,25807712,25807712.0,25807712,25807712.0,-15033513.0,-15033513.0,8712172.0,8712172.0
5529,César Cambeiro,1,4000000.0,4000000.0,9832663,9832663.0,9832663,9832663.0,-3846744.0,-3846744.0,5832663.0,5832663.0
5530,César Vea,1,19000000.0,19000000.0,83850267,83850267.0,83850267,83850267.0,18634615.0,18634615.0,64850267.0,64850267.0
5531,D. Harlan Cutshall,1,190000000.0,190000000.0,209035668,209035668.0,209035668,209035668.0,-96563678.0,-96563678.0,19035668.0,19035668.0
5532,D. Meade,1,13300000.0,13300000.0,5735963,5735963.0,5735963,5735963.0,-10685749.0,-10685749.0,-7564037.0,-7564037.0
5533,D.A. Sandoval,1,35000000.0,35000000.0,88215156,88215156.0,88215156,88215156.0,32544505.0,32544505.0,53215156.0,53215156.0
5534,D.A. Wallach,1,30000000.0,30000000.0,446486384,446486384.0,446486384,446486384.0,121101803.0,121101803.0,416486384.0,416486384.0
5535,D.B. Sweeney,6,386400000.0,64400000.0,1033574958,172262493.0,1033574958,172262493.0,24730609.0,4121768.1666666665,647174958.0,107862493.0
5536,D.B. Woodside,2,55000000.0,27500000.0,198624985,99312492.5,198624985,99312492.5,72011526.0,36005763.0,143624985.0,71812492.5
5537,D.C. Ervin,1,5000000.0,5000000.0,22227514,22227514.0,22227514,22227514.0,6686940.0,6686940.0,17227514.0,17227514.0
5538,D.C. Pierson,1,1500000.0,1500000.0,3909596,3909596.0,3909596,3909596.0,1991669.0,1991669.0,2409596.0,2409596.0
5539,D.G. Maloney,1,50000000.0,50000000.0,183658498,183658498.0,183658498,183658498.0,29957634.0,29957634.0,133658498.0,133658498.0
5540,D.J.,1,307500000.0,307500000.0,1098727093,1098727093.0,1098727093,1098727093.0,198011964.0,198011964.0,791227093.0,791227093.0
5541,D.J. Cotrona,3,255000000.0,85000000.0,856697027,285565675.6666667,856697027,285565675.6666667,87909558.0,29303186.0,601697027.0,200565675.66666666
5542,D.J. Oliver,1,1000000.0,1000000.0,21528593,21528593.0,21528593,21528593.0,13674076.0,13674076.0,20528593.0,20528593.0
5543,D.L. Hughley,1,16000000.0,16000000.0,14821824,14821824.0,14821824,14821824.0,-1809250.0,-1809250.0,-1178176.0,-1178176.0
5544,D.P. FitzGerald,1,30000000.0,30000000.0,141067127,141067127.0,141067127,141067127.0,55417988.0,55417988.0,111067127.0,111067127.0
5545,D.W. Brown,1,10000000.0,10000000.0,77578320,77578320.0,77578320,77578320.0,45389516.0,45389516.0,67578320.0,67578320.0
5546,D.W. Moffett,2,75000000.0,37500000.0,75896791,37948395.5,75896791,37948395.5,-19360076.0,-9680038.0,896791.0,448395.5
5547,DJ Flava,1,100000.0,100000.0,1938783,1938783.0,1938783,1938783.0,1221194.0,1221194.0,1838783.0,1838783.0
5548,DJ Head,1,41000000.0,41000000.0,242875078,242875078.0,242875078,242875078.0,75750901.0,75750901.0,201875078.0,201875078.0
5549,DJ Khaled,1,90000000.0,90000000.0,424617855,424617855.0,424617855,424617855.0,114417855.0,114417855.0,334617855.0,334617855.0
5550,DJ Qualls,5,51800000.0,10360000.0,214601015,42920203.0,214601015,42920203.0,102574729.0,20514945.8,162801015.0,32560203.0
5551,DJ Scratch,1,10000000.0,10000000.0,2463650,2463650.0,2463650,2463650.0,-7725021.0,-7725021.0,-7536350.0,-7536350.0
5552,DMX,3,100000000.0,33333333.333333332,227484917,75828305.66666667,227484917,75828305.66666667,42444282.0,14148094.0,127484917.0,42494972.333333336
5553,Da Brat,1,22000000.0,22000000.0,5271666,5271666.0,5271666,5271666.0,-17725593.0,-17725593.0,-16728334.0,-16728334.0
5554,Da'Vine Joy Randolph,1,45000000.0,45000000.0,114501299,114501299.0,114501299,114501299.0,9767494.0,9767494.0,69501299.0,69501299.0
5555,Da'Vone McDonald,2,55000000.0,27500000.0,145114249,72557124.5,145114249,72557124.5,41853455.0,20926727.5,90114249.0,45057124.5
5556,Da-wit Lee,1,1071071.7917127442,1071071.7917127442,2539040,2539040.0,2539040,2539040.0,-714922.7917127442,-714922.7917127442,1467968.2082872558,1467968.2082872558
5557,Daamen J. Krall,1,50000000.0,50000000.0,203172417,203172417.0,203172417,203172417.0,25369589.0,25369589.0,153172417.0,153172417.0
5558,Dabney Coleman,1,50000000.0,50000000.0,22984628,22984628.0,22984628,22984628.0,-39830798.0,-39830798.0,-27015372.0,-27015372.0
5559,Dacre Montgomery,1,100000000.0,100000000.0,142337240,142337240.0,142337240,142337240.0,-14635550.0,-14635550.0,42337240.0,42337240.0
5560,Dae-Sung Choi,1,10064367.285897711,10064367.285897711,89433436,89433436.0,89433436,89433436.0,-7862444.285897711,-7862444.285897711,79369068.71410228,79369068.71410228
5561,Dae-han Ji,2,7000000.0,3500000.0,17048177,8524088.5,17048177,8524088.5,-6247230.0,-3123615.0,10048177.0,5024088.5
5562,Dae-yeon Lee,3,10460385.788610404,3486795.262870135,40882326,13627442.0,40882326,13627442.0,-9495948.788610404,-3165316.262870135,30421940.211389594,10140646.737129865
5563,Daed Al Khoury,1,1443130.0,1443130.0,14248749,14248749.0,14248749,14248749.0,-387550.0,-387550.0,12805619.0,12805619.0
5564,Daeg Faerch,1,15000000.0,15000000.0,80460948,80460948.0,80460948,80460948.0,43272029.0,43272029.0,65460948.0,65460948.0
5565,Dafne Fernández,1,4000000.0,4000000.0,33262366,33262366.0,33262366,33262366.0,-2985493.0,-2985493.0,29262366.0,29262366.0
5566,Dafne Keen,1,97000000.0,97000000.0,619021436,619021436.0,619021436,619021436.0,129277068.0,129277068.0,522021436.0,522021436.0
5567,Daft Punk,1,170000000.0,170000000.0,400062763,400062763.0,400062763,400062763.0,2062763.0,2062763.0,230062763.0,230062763.0
5568,Dagger Salazar,1,100000.0,100000.0,1951683,1951683.0,1951683,1951683.0,1496371.0,1496371.0,1851683.0,1851683.0
5569,Dagmara Dominczyk,7,173000000.0,24714285.714285713,128307739,18329677.0,128307739,18329677.0,-78645505.0,-11235072.142857144,-44692261.0,-6384608.714285715
5570,Dah-hae Lee,1,1000000.0,1000000.0,3403957,3403957.0,3403957,3403957.0,-758086.0,-758086.0,2403957.0,2403957.0
5571,Dahong Ni,2,60000000.0,30000000.0,90560646,45280323.0,90560646,45280323.0,-52800685.0,-26400342.5,30560646.0,15280323.0
5572,Daijirô Harada,1,24000000.0,24000000.0,236212992,236212992.0,236212992,236212992.0,-18423257.0,-18423257.0,212212992.0,212212992.0
5573,Daimion Johnson,1,40000000.0,40000000.0,86234523,86234523.0,86234523,86234523.0,3034523.0,3034523.0,46234523.0,46234523.0
5574,Daisuke Sakaguchi,1,2463786.343123474,2463786.343123474,944915,944915.0,944915,944915.0,-1581519.3431234742,-1581519.3431234742,-1518871.3431234742,-1518871.3431234742
5575,Daisy Betts,1,8000000.0,8000000.0,48555306,48555306.0,48555306,48555306.0,17928550.0,17928550.0,40555306.0,40555306.0
5576,Daisy Bevan,1,31000000.0,31000000.0,13551951,13551951.0,13551951,13551951.0,-30492537.0,-30492537.0,-17448049.0,-17448049.0
